Accessionid,title,extra,gi,createdate,updatedate,flags,taxid,slen,biomol,moltype,topology,sourcedb,segsetsize,projectid,genome,subtype,subname,assemblygi,assemblyacc,tech,completeness,geneticcode,strand,organism,strain,biosample
XM_035306609,"PREDICTED: Callithrix jacchus ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 (AGAP1), transcript variant X4, mRNA",gi|2461856509|ref|XM_035306609.2|,2461856509,03/07/2020,18/03/2023,512,9483,11299,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306607,"PREDICTED: Callithrix jacchus ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 (AGAP1), transcript variant X3, mRNA",gi|2461856508|ref|XM_035306607.2|,2461856508,03/07/2020,18/03/2023,512,9483,11352,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306606,"PREDICTED: Callithrix jacchus ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 (AGAP1), transcript variant X2, mRNA",gi|2461856507|ref|XM_035306606.2|,2461856507,03/07/2020,18/03/2023,512,9483,11416,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306605,"PREDICTED: Callithrix jacchus ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 (AGAP1), transcript variant X1, mRNA",gi|2461856506|ref|XM_035306605.2|,2461856506,03/07/2020,18/03/2023,512,9483,11428,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745081,"PREDICTED: Callithrix jacchus uncharacterized LOC118154819 (LOC118154819), ncRNA",gi|2461856505|ref|XR_004745081.2|,2461856505,03/07/2020,18/03/2023,512,9483,2832,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482324,"PREDICTED: Callithrix jacchus uncharacterized LOC118154703 (LOC118154703), transcript variant X3, ncRNA",gi|2461856504|ref|XR_008482324.1|,2461856504,18/03/2023,18/03/2023,512,9483,4385,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482323,"PREDICTED: Callithrix jacchus uncharacterized LOC118154703 (LOC118154703), transcript variant X2, ncRNA",gi|2461856503|ref|XR_008482323.1|,2461856503,18/03/2023,18/03/2023,512,9483,4313,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744920,"PREDICTED: Callithrix jacchus uncharacterized LOC118154703 (LOC118154703), transcript variant X1, ncRNA",gi|2461856502|ref|XR_004744920.2|,2461856502,03/07/2020,18/03/2023,512,9483,4534,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306115,"PREDICTED: Callithrix jacchus SH3 domain binding protein 4 (SH3BP4), transcript variant X3, mRNA",gi|2461856501|ref|XM_035306115.2|,2461856501,03/07/2020,18/03/2023,512,9483,5052,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306114,"PREDICTED: Callithrix jacchus SH3 domain binding protein 4 (SH3BP4), transcript variant X2, mRNA",gi|2461856500|ref|XM_035306114.2|,2461856500,03/07/2020,18/03/2023,512,9483,5075,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749914,"PREDICTED: Callithrix jacchus SH3 domain binding protein 4 (SH3BP4), transcript variant X1, mRNA",gi|2461856499|ref|XM_002749914.5|,2461856499,18/05/2010,18/03/2023,512,9483,5124,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482322,"PREDICTED: Callithrix jacchus uncharacterized LOC118154702 (LOC118154702), transcript variant X4, ncRNA",gi|2461856498|ref|XR_008482322.1|,2461856498,18/03/2023,18/03/2023,512,9483,1105,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482321,"PREDICTED: Callithrix jacchus uncharacterized LOC118154702 (LOC118154702), transcript variant X3, ncRNA",gi|2461856497|ref|XR_008482321.1|,2461856497,18/03/2023,18/03/2023,512,9483,2464,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482320,"PREDICTED: Callithrix jacchus uncharacterized LOC118154702 (LOC118154702), transcript variant X2, ncRNA",gi|2461856496|ref|XR_008482320.1|,2461856496,18/03/2023,18/03/2023,512,9483,2917,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744916,"PREDICTED: Callithrix jacchus uncharacterized LOC118154702 (LOC118154702), transcript variant X1, ncRNA",gi|2461856495|ref|XR_004744916.2|,2461856495,03/07/2020,18/03/2023,512,9483,3146,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999731,"PREDICTED: Callithrix jacchus ADP ribosylation factor like GTPase 4C (ARL4C), mRNA",gi|2461856494|ref|XM_008999731.3|,2461856494,02/09/2014,18/03/2023,512,9483,4080,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744915,"PREDICTED: Callithrix jacchus uncharacterized LOC118154700 (LOC118154700), ncRNA",gi|2461856493|ref|XR_004744915.2|,2461856493,03/07/2020,18/03/2023,512,9483,2123,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306107,"PREDICTED: Callithrix jacchus secreted phosphoprotein 2 (SPP2), mRNA",gi|2461856491|ref|XM_035306107.2|,2461856491,03/07/2020,18/03/2023,512,9483,1849,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744914,"PREDICTED: Callithrix jacchus uncharacterized LOC118154699 (LOC118154699), ncRNA",gi|2461856490|ref|XR_004744914.2|,2461856490,03/07/2020,18/03/2023,512,9483,1160,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258067,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1A9-like (LOC128932442), transcript variant X2, mRNA",gi|2461856488|ref|XM_054258067.1|,2461856488,18/03/2023,18/03/2023,512,9483,2844,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258066,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1A9-like (LOC128932442), transcript variant X1, mRNA",gi|2461856486|ref|XM_054258066.1|,2461856486,18/03/2023,18/03/2023,512,9483,2954,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306106,"PREDICTED: Callithrix jacchus male-specific lethal 3 homolog (LOC103793998), transcript variant X2, mRNA",gi|2461856485|ref|XM_035306106.2|,2461856485,03/07/2020,18/03/2023,512,9483,7723,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306105,"PREDICTED: Callithrix jacchus male-specific lethal 3 homolog (LOC103793998), transcript variant X1, mRNA",gi|2461856484|ref|XM_035306105.2|,2461856484,03/07/2020,18/03/2023,512,9483,7665,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999726,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1-6 (LOC100405984), transcript variant X6, mRNA",gi|2461856482|ref|XM_008999726.4|,2461856482,02/09/2014,18/03/2023,512,9483,1573,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999725,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1-6 (LOC100405984), transcript variant X5, mRNA",gi|2461856481|ref|XM_008999725.4|,2461856481,02/09/2014,18/03/2023,512,9483,3181,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999724,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1-6 (LOC100405984), transcript variant X4, mRNA",gi|2461856480|ref|XM_008999724.4|,2461856480,02/09/2014,18/03/2023,512,9483,3480,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999722,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1-6 (LOC100405984), transcript variant X3, mRNA",gi|2461856478|ref|XM_008999722.3|,2461856478,02/09/2014,18/03/2023,512,9483,2493,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999721,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1-6 (LOC100405984), transcript variant X2, mRNA",gi|2461856477|ref|XM_008999721.3|,2461856477,02/09/2014,18/03/2023,512,9483,3506,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999723,"PREDICTED: Callithrix jacchus UDP-glucuronosyltransferase 1-6 (LOC100405984), transcript variant X1, mRNA",gi|2461856476|ref|XM_008999723.3|,2461856476,02/09/2014,18/03/2023,512,9483,2370,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258065,"PREDICTED: Callithrix jacchus Holliday junction recognition protein (HJURP), transcript variant X2, mRNA",gi|2461856474|ref|XM_054258065.1|,2461856474,18/03/2023,18/03/2023,512,9483,4267,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999730,"PREDICTED: Callithrix jacchus Holliday junction recognition protein (HJURP), transcript variant X1, mRNA",gi|2461856473|ref|XM_008999730.4|,2461856473,02/09/2014,18/03/2023,512,9483,2538,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749913,"PREDICTED: Callithrix jacchus transient receptor potential cation channel subfamily M member 8 (TRPM8), transcript variant X2, mRNA",gi|2461856472|ref|XM_002749913.7|,2461856472,18/05/2010,18/03/2023,512,9483,6125,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306103,"PREDICTED: Callithrix jacchus transient receptor potential cation channel subfamily M member 8 (TRPM8), transcript variant X1, mRNA",gi|2461856471|ref|XM_035306103.2|,2461856471,03/07/2020,18/03/2023,512,9483,7950,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258064,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X7, mRNA",gi|2461856469|ref|XM_054258064.1|,2461856469,18/03/2023,18/03/2023,512,9483,3150,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258063,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X6, mRNA",gi|2461856467|ref|XM_054258063.1|,2461856467,18/03/2023,18/03/2023,512,9483,6022,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306094,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X5, mRNA",gi|2461856466|ref|XM_035306094.2|,2461856466,03/07/2020,18/03/2023,512,9483,6577,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306093,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X4, mRNA",gi|2461856465|ref|XM_035306093.2|,2461856465,03/07/2020,18/03/2023,512,9483,5948,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306092,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X3, mRNA",gi|2461856463|ref|XM_035306092.2|,2461856463,03/07/2020,18/03/2023,512,9483,6612,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258061,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X2, mRNA",gi|2461856461|ref|XM_054258061.1|,2461856461,18/03/2023,18/03/2023,512,9483,5985,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306090,"PREDICTED: Callithrix jacchus diacylglycerol kinase delta (DGKD), transcript variant X1, mRNA",gi|2461856460|ref|XM_035306090.2|,2461856460,03/07/2020,18/03/2023,512,9483,6116,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306100,"PREDICTED: Callithrix jacchus ubiquitin specific peptidase 40 (USP40), transcript variant X5, mRNA",gi|2461856459|ref|XM_035306100.2|,2461856459,03/07/2020,18/03/2023,512,9483,2683,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258060,"PREDICTED: Callithrix jacchus ubiquitin specific peptidase 40 (USP40), transcript variant X4, mRNA",gi|2461856457|ref|XM_054258060.1|,2461856457,18/03/2023,18/03/2023,512,9483,3408,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
